"","Date","country","location","variable","value","dataSource","val.approx","USD_given","USD_interp"
"1887",2014-07-06,"Liberia","NIMBA","CASES",1,"Patient database",1,0,1376494
"1888",2014-07-06,"Liberia","BONG","CASES",1,"Patient database",1,0,1376494
"1889",2014-07-06,"Liberia","BOMI",NA,NA,NA,1,0,1376494
"1890",2014-07-06,"Liberia","LOFA","CASES",14,"Patient database",14,0,1376494
"1891",2014-07-06,"Liberia","MARGIBI","CASES",1,"Patient database",1,0,1376494
"1892",2014-07-06,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"1893",2014-07-06,"Sierra Leone","KAILAHUN","CASES",54,"Patient database",54,0,482826
"1894",2014-07-06,"Sierra Leone","BOMBALI","CASES",1,"Patient database",1,0,482826
"1895",2014-07-06,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,482826
"1896",2014-07-06,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"1897",2014-07-06,"Sierra Leone","BO","CASES",1,"Patient database",1,0,482826
"1898",2014-07-06,"Sierra Leone","KENEMA","CASES",33,"Patient database",33,0,482826
"1899",2014-07-06,"Sierra Leone","KONO","CASES",3,"Patient database",3,0,482826
"1900",2014-07-07,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1901",2014-07-07,"Guinea","CONAKRY",NA,NA,NA,1,0,4424596
"1902",2014-07-07,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1903",2014-07-07,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1904",2014-07-07,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1905",2014-07-07,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1906",2014-07-07,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1907",2014-07-07,"Guinea","GUECKEDOU",NA,NA,NA,3,0,4424596
"1908",2014-07-07,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1909",2014-07-07,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1910",2014-07-07,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1911",2014-07-07,"Liberia","BONG",NA,NA,NA,1,0,1376494
"1912",2014-07-07,"Liberia","NIMBA",NA,NA,NA,1,0,1376494
"1913",2014-07-07,"Liberia","MONTSERRADO",NA,NA,NA,8,0,1376494
"1914",2014-07-07,"Liberia","LOFA",NA,NA,NA,14,0,1376494
"1915",2014-07-07,"Liberia","BOMI",NA,NA,NA,1,0,1376494
"1916",2014-07-07,"Liberia","MARGIBI",NA,NA,NA,1,0,1376494
"1917",2014-07-07,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"1918",2014-07-07,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"1919",2014-07-07,"Sierra Leone","KAILAHUN",NA,NA,NA,54,0,482826
"1920",2014-07-07,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"1921",2014-07-07,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,482826
"1922",2014-07-07,"Sierra Leone","BO",NA,NA,NA,1,0,482826
"1923",2014-07-07,"Sierra Leone","KENEMA",NA,NA,NA,33,0,482826
"1924",2014-07-07,"Sierra Leone","KONO",NA,NA,NA,3,0,482826
"1925",2014-07-08,"Guinea","CONAKRY",NA,NA,NA,1,0,4424596
"1926",2014-07-08,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1927",2014-07-08,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1928",2014-07-08,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1929",2014-07-08,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1930",2014-07-08,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1931",2014-07-08,"Guinea","GUECKEDOU",NA,NA,NA,3,0,4424596
"1932",2014-07-08,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1933",2014-07-08,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1934",2014-07-08,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1935",2014-07-08,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1936",2014-07-08,"Liberia","BONG",NA,NA,NA,1,0,1376494
"1937",2014-07-08,"Liberia","LOFA",NA,NA,NA,14,0,1376494
"1938",2014-07-08,"Liberia","NIMBA",NA,NA,NA,1,0,1376494
"1939",2014-07-08,"Liberia","MONTSERRADO",NA,NA,NA,8,0,1376494
"1940",2014-07-08,"Liberia","BOMI",NA,NA,NA,1,0,1376494
"1941",2014-07-08,"Liberia","MARGIBI",NA,NA,NA,1,0,1376494
"1942",2014-07-08,"Sierra Leone","KAILAHUN",NA,NA,NA,54,0,482826
"1943",2014-07-08,"Sierra Leone","BO",NA,NA,NA,1,0,482826
"1944",2014-07-08,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"1945",2014-07-08,"Sierra Leone","KONO",NA,NA,NA,3,0,482826
"1946",2014-07-08,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"1947",2014-07-08,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"1948",2014-07-08,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,482826
"1949",2014-07-08,"Sierra Leone","KENEMA",NA,NA,NA,33,0,482826
"1950",2014-07-09,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1951",2014-07-09,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1952",2014-07-09,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1953",2014-07-09,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1954",2014-07-09,"Guinea","CONAKRY",NA,NA,NA,1,0,4424596
"1955",2014-07-09,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1956",2014-07-09,"Guinea","GUECKEDOU",NA,NA,NA,3,0,4424596
"1957",2014-07-09,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1958",2014-07-09,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1959",2014-07-09,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1960",2014-07-09,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1961",2014-07-09,"Liberia","MONTSERRADO",NA,NA,NA,8,0,1376494
"1962",2014-07-09,"Liberia","BONG",NA,NA,NA,1,0,1376494
"1963",2014-07-09,"Liberia","NIMBA",NA,NA,NA,1,0,1376494
"1964",2014-07-09,"Liberia","MARGIBI",NA,NA,NA,1,0,1376494
"1965",2014-07-09,"Liberia","BOMI",NA,NA,NA,1,0,1376494
"1966",2014-07-09,"Liberia","LOFA",NA,NA,NA,14,0,1376494
"1967",2014-07-09,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"1968",2014-07-09,"Sierra Leone","KENEMA",NA,NA,NA,33,0,482826
"1969",2014-07-09,"Sierra Leone","KAILAHUN",NA,NA,NA,54,0,482826
"1970",2014-07-09,"Sierra Leone","BO",NA,NA,NA,1,0,482826
"1971",2014-07-09,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"1972",2014-07-09,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,482826
"1973",2014-07-09,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"1974",2014-07-09,"Sierra Leone","KONO",NA,NA,NA,3,0,482826
"1975",2014-07-10,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"1976",2014-07-10,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"1977",2014-07-10,"Guinea","CONAKRY",NA,NA,NA,1,0,4424596
"1978",2014-07-10,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"1979",2014-07-10,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"1980",2014-07-10,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"1981",2014-07-10,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"1982",2014-07-10,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"1983",2014-07-10,"Guinea","GUECKEDOU",NA,NA,NA,3,0,4424596
"1984",2014-07-10,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"1985",2014-07-10,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"1986",2014-07-10,"Liberia","BONG",NA,NA,NA,1,0,1376494
"1987",2014-07-10,"Liberia","NIMBA",NA,NA,NA,1,0,1376494
"1988",2014-07-10,"Liberia","MARGIBI",NA,NA,NA,1,0,1376494
"1989",2014-07-10,"Liberia","MONTSERRADO",NA,NA,NA,8,0,1376494
"1990",2014-07-10,"Liberia","BOMI",NA,NA,NA,1,0,1376494
"1991",2014-07-10,"Liberia","LOFA",NA,NA,NA,14,0,1376494
"1992",2014-07-10,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"1993",2014-07-10,"Sierra Leone","BO",NA,NA,NA,1,0,482826
"1994",2014-07-10,"Sierra Leone","KENEMA",NA,NA,NA,33,0,482826
"1995",2014-07-10,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,482826
"1996",2014-07-10,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"1997",2014-07-10,"Sierra Leone","KAILAHUN",NA,NA,NA,54,0,482826
"1998",2014-07-10,"Sierra Leone","KONO",NA,NA,NA,3,0,482826
"1999",2014-07-10,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"2000",2014-07-11,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"2001",2014-07-11,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"2002",2014-07-11,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"2003",2014-07-11,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"2004",2014-07-11,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"2005",2014-07-11,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"2006",2014-07-11,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"2007",2014-07-11,"Guinea","CONAKRY",NA,NA,NA,1,0,4424596
"2008",2014-07-11,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"2009",2014-07-11,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"2010",2014-07-11,"Guinea","GUECKEDOU",NA,NA,NA,3,0,4424596
"2011",2014-07-11,"Liberia","MARGIBI",NA,NA,NA,1,0,1376494
"2012",2014-07-11,"Liberia","BOMI",NA,NA,NA,1,0,1376494
"2013",2014-07-11,"Liberia","LOFA",NA,NA,NA,14,0,1376494
"2014",2014-07-11,"Liberia","MONTSERRADO",NA,NA,NA,8,0,1376494
"2015",2014-07-11,"Liberia","BONG",NA,NA,NA,1,0,1376494
"2016",2014-07-11,"Liberia","NIMBA",NA,NA,NA,1,0,1376494
"2017",2014-07-11,"Sierra Leone","KENEMA",NA,NA,NA,33,0,482826
"2018",2014-07-11,"Sierra Leone","BO",NA,NA,NA,1,0,482826
"2019",2014-07-11,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,482826
"2020",2014-07-11,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"2021",2014-07-11,"Sierra Leone","KONO",NA,NA,NA,3,0,482826
"2022",2014-07-11,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"2023",2014-07-11,"Sierra Leone","KAILAHUN",NA,NA,NA,54,0,482826
"2024",2014-07-11,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"2025",2014-07-12,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"2026",2014-07-12,"Guinea","BOFFA",NA,NA,NA,2,0,4424596
"2027",2014-07-12,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"2028",2014-07-12,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"2029",2014-07-12,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"2030",2014-07-12,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"2031",2014-07-12,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"2032",2014-07-12,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"2033",2014-07-12,"Guinea","GUECKEDOU",NA,NA,NA,3,0,4424596
"2034",2014-07-12,"Guinea","CONAKRY",NA,NA,NA,1,0,4424596
"2035",2014-07-12,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"2036",2014-07-12,"Liberia","BONG",NA,NA,NA,1,0,1376494
"2037",2014-07-12,"Liberia","MARGIBI",NA,NA,NA,1,0,1376494
"2038",2014-07-12,"Liberia","LOFA",NA,NA,NA,14,0,1376494
"2039",2014-07-12,"Liberia","NIMBA",NA,NA,NA,1,0,1376494
"2040",2014-07-12,"Liberia","BOMI",NA,NA,NA,1,0,1376494
"2041",2014-07-12,"Liberia","MONTSERRADO",NA,NA,NA,8,0,1376494
"2042",2014-07-12,"Sierra Leone","KENEMA",NA,NA,NA,33,0,482826
"2043",2014-07-12,"Sierra Leone","KAILAHUN",NA,NA,NA,54,0,482826
"2044",2014-07-12,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"2045",2014-07-12,"Sierra Leone","PORT LOKO",NA,NA,NA,1,0,482826
"2046",2014-07-12,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"2047",2014-07-12,"Sierra Leone","KONO",NA,NA,NA,3,0,482826
"2048",2014-07-12,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"2049",2014-07-12,"Sierra Leone","BO",NA,NA,NA,1,0,482826
"2050",2014-07-13,"Guinea","DABOLA",NA,NA,NA,1,0,4424596
"2051",2014-07-13,"Guinea","MACENTA",NA,NA,NA,1,0,4424596
"2052",2014-07-13,"Guinea","BOFFA","CASES",1,"Patient database",1,0,4424596
"2053",2014-07-13,"Guinea","KINDIA",NA,NA,NA,1,0,4424596
"2054",2014-07-13,"Guinea","SIGUIRI",NA,NA,NA,1,0,4424596
"2055",2014-07-13,"Guinea","GUECKEDOU","CASES",5,"Patient database",5,0,4424596
"2056",2014-07-13,"Guinea","CONAKRY",NA,NA,NA,1,0,4424596
"2057",2014-07-13,"Guinea","TELIMELE",NA,NA,NA,1,0,4424596
"2058",2014-07-13,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4424596
"2059",2014-07-13,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4424596
"2060",2014-07-13,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4424596
"2061",2014-07-13,"Liberia","MARGIBI",NA,NA,NA,1,0,1376494
"2062",2014-07-13,"Liberia","MONTSERRADO","CASES",17,"Patient database",17,0,1376494
"2063",2014-07-13,"Liberia","BONG","CASES",2,"Patient database",2,0,1376494
"2064",2014-07-13,"Liberia","BOMI","CASES",3,"Patient database",3,0,1376494
"2065",2014-07-13,"Liberia","GRAND BASSA","CASES",1,"Patient database",1,0,1376494
"2066",2014-07-13,"Liberia","NIMBA","CASES",2,"Patient database",2,0,1376494
"2067",2014-07-13,"Liberia","RIVERCESS","CASES",1,"Patient database",1,0,1376494
"2068",2014-07-13,"Liberia","LOFA","CASES",10,"Patient database",10,0,1376494
"2069",2014-07-13,"Sierra Leone","KENEMA","CASES",22,"Patient database",22,0,482826
"2070",2014-07-13,"Sierra Leone","KAILAHUN","CASES",82,"Patient database",82,0,482826
"2071",2014-07-13,"Sierra Leone","PORT LOKO","CASES",2,"Patient database",2,0,482826
"2072",2014-07-13,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"2073",2014-07-13,"Sierra Leone","FREETOWN","CASES",1,"Patient database",1,0,482826
"2074",2014-07-13,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"2075",2014-07-13,"Sierra Leone","KONO",NA,NA,NA,3,0,482826
"2076",2014-07-13,"Sierra Leone","BO","CASES",1,"Patient database",1,0,482826
"2077",2014-07-14,"Guinea","GUECKEDOU",NA,NA,NA,5,96294,4520890
"2078",2014-07-14,"Guinea","SIGUIRI",NA,NA,NA,1,96294,4520890
"2079",2014-07-14,"Guinea","DABOLA",NA,NA,NA,1,96294,4520890
"2080",2014-07-14,"Guinea","MACENTA",NA,NA,NA,1,96294,4520890
"2081",2014-07-14,"Guinea","KINDIA",NA,NA,NA,1,96294,4520890
"2082",2014-07-14,"Guinea","KISSIDOUGO",NA,NA,NA,1,96294,4520890
"2083",2014-07-14,"Guinea","TELIMELE",NA,NA,NA,1,96294,4520890
"2084",2014-07-14,"Guinea","BOFFA",NA,NA,NA,1,96294,4520890
"2085",2014-07-14,"Guinea","DINGUIRAYE",NA,NA,NA,1,96294,4520890
"2086",2014-07-14,"Guinea","KOUROUSSA",NA,NA,NA,1,96294,4520890
"2087",2014-07-14,"Guinea","CONAKRY",NA,NA,NA,1,96294,4520890
"2088",2014-07-14,"Liberia","GRAND BASSA",NA,NA,NA,1,617535,1994029
"2089",2014-07-14,"Liberia","MONTSERRADO",NA,NA,NA,17,617535,1994029
"2090",2014-07-14,"Liberia","RIVERCESS",NA,NA,NA,1,617535,1994029
"2091",2014-07-14,"Liberia","LOFA",NA,NA,NA,10,617535,1994029
"2092",2014-07-14,"Liberia","NIMBA",NA,NA,NA,2,617535,1994029
"2093",2014-07-14,"Liberia","BOMI",NA,NA,NA,3,617535,1994029
"2094",2014-07-14,"Liberia","BONG",NA,NA,NA,2,617535,1994029
"2095",2014-07-14,"Liberia","MARGIBI",NA,NA,NA,1,617535,1994029
"2096",2014-07-14,"Sierra Leone","KENEMA",NA,NA,NA,22,0,482826
"2097",2014-07-14,"Sierra Leone","KAILAHUN",NA,NA,NA,82,0,482826
"2098",2014-07-14,"Sierra Leone","PORT LOKO",NA,NA,NA,2,0,482826
"2099",2014-07-14,"Sierra Leone","KONO",NA,NA,NA,3,0,482826
"2100",2014-07-14,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"2101",2014-07-14,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"2102",2014-07-14,"Sierra Leone","BO",NA,NA,NA,1,0,482826
"2103",2014-07-14,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"2104",2014-07-15,"Guinea","DABOLA",NA,NA,NA,1,0,4520890
"2105",2014-07-15,"Guinea","MACENTA",NA,NA,NA,1,0,4520890
"2106",2014-07-15,"Guinea","KINDIA",NA,NA,NA,1,0,4520890
"2107",2014-07-15,"Guinea","SIGUIRI",NA,NA,NA,1,0,4520890
"2108",2014-07-15,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4520890
"2109",2014-07-15,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4520890
"2110",2014-07-15,"Guinea","GUECKEDOU",NA,NA,NA,5,0,4520890
"2111",2014-07-15,"Guinea","BOFFA",NA,NA,NA,1,0,4520890
"2112",2014-07-15,"Guinea","TELIMELE",NA,NA,NA,1,0,4520890
"2113",2014-07-15,"Guinea","CONAKRY",NA,NA,NA,1,0,4520890
"2114",2014-07-15,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4520890
"2115",2014-07-15,"Liberia","BONG",NA,NA,NA,2,0,1994029
"2116",2014-07-15,"Liberia","RIVERCESS",NA,NA,NA,1,0,1994029
"2117",2014-07-15,"Liberia","MONTSERRADO",NA,NA,NA,17,0,1994029
"2118",2014-07-15,"Liberia","GRAND BASSA",NA,NA,NA,1,0,1994029
"2119",2014-07-15,"Liberia","LOFA",NA,NA,NA,10,0,1994029
"2120",2014-07-15,"Liberia","NIMBA",NA,NA,NA,2,0,1994029
"2121",2014-07-15,"Liberia","MARGIBI",NA,NA,NA,1,0,1994029
"2122",2014-07-15,"Liberia","BOMI",NA,NA,NA,3,0,1994029
"2123",2014-07-15,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,482826
"2124",2014-07-15,"Sierra Leone","KONO",NA,NA,NA,3,0,482826
"2125",2014-07-15,"Sierra Leone","KAILAHUN",NA,NA,NA,82,0,482826
"2126",2014-07-15,"Sierra Leone","KENEMA",NA,NA,NA,22,0,482826
"2127",2014-07-15,"Sierra Leone","BO",NA,NA,NA,1,0,482826
"2128",2014-07-15,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,482826
"2129",2014-07-15,"Sierra Leone","PORT LOKO",NA,NA,NA,2,0,482826
"2130",2014-07-15,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,482826
"2131",2014-07-16,"Guinea","SIGUIRI",NA,NA,NA,1,0,4520890
"2132",2014-07-16,"Guinea","KINDIA",NA,NA,NA,1,0,4520890
"2133",2014-07-16,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4520890
"2134",2014-07-16,"Guinea","BOFFA",NA,NA,NA,1,0,4520890
"2135",2014-07-16,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4520890
"2136",2014-07-16,"Guinea","TELIMELE",NA,NA,NA,1,0,4520890
"2137",2014-07-16,"Guinea","MACENTA",NA,NA,NA,1,0,4520890
"2138",2014-07-16,"Guinea","DABOLA",NA,NA,NA,1,0,4520890
"2139",2014-07-16,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4520890
"2140",2014-07-16,"Guinea","CONAKRY",NA,NA,NA,1,0,4520890
"2141",2014-07-16,"Guinea","GUECKEDOU",NA,NA,NA,5,0,4520890
"2142",2014-07-16,"Liberia","BONG",NA,NA,NA,2,0,1994029
"2143",2014-07-16,"Liberia","MARGIBI",NA,NA,NA,1,0,1994029
"2144",2014-07-16,"Liberia","RIVERCESS",NA,NA,NA,1,0,1994029
"2145",2014-07-16,"Liberia","GRAND BASSA",NA,NA,NA,1,0,1994029
"2146",2014-07-16,"Liberia","BOMI",NA,NA,NA,3,0,1994029
"2147",2014-07-16,"Liberia","LOFA",NA,NA,NA,10,0,1994029
"2148",2014-07-16,"Liberia","MONTSERRADO",NA,NA,NA,17,0,1994029
"2149",2014-07-16,"Liberia","NIMBA",NA,NA,NA,2,0,1994029
"2150",2014-07-16,"Sierra Leone","PORT LOKO",NA,NA,NA,2,182249,665075
"2151",2014-07-16,"Sierra Leone","KAILAHUN",NA,NA,NA,82,182249,665075
"2152",2014-07-16,"Sierra Leone","BO",NA,NA,NA,1,182249,665075
"2153",2014-07-16,"Sierra Leone","MOYAMBA",NA,NA,NA,1,182249,665075
"2154",2014-07-16,"Sierra Leone","FREETOWN",NA,NA,NA,1,182249,665075
"2155",2014-07-16,"Sierra Leone","KENEMA",NA,NA,NA,22,182249,665075
"2156",2014-07-16,"Sierra Leone","KONO",NA,NA,NA,3,182249,665075
"2157",2014-07-16,"Sierra Leone","BOMBALI",NA,NA,NA,1,182249,665075
"2158",2014-07-17,"Guinea","MACENTA",NA,NA,NA,1,0,4520890
"2159",2014-07-17,"Guinea","KINDIA",NA,NA,NA,1,0,4520890
"2160",2014-07-17,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4520890
"2161",2014-07-17,"Guinea","TELIMELE",NA,NA,NA,1,0,4520890
"2162",2014-07-17,"Guinea","GUECKEDOU",NA,NA,NA,5,0,4520890
"2163",2014-07-17,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4520890
"2164",2014-07-17,"Guinea","SIGUIRI",NA,NA,NA,1,0,4520890
"2165",2014-07-17,"Guinea","DABOLA",NA,NA,NA,1,0,4520890
"2166",2014-07-17,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4520890
"2167",2014-07-17,"Guinea","CONAKRY",NA,NA,NA,1,0,4520890
"2168",2014-07-17,"Guinea","BOFFA",NA,NA,NA,1,0,4520890
"2169",2014-07-17,"Liberia","NIMBA",NA,NA,NA,2,0,1994029
"2170",2014-07-17,"Liberia","MONTSERRADO",NA,NA,NA,17,0,1994029
"2171",2014-07-17,"Liberia","BONG",NA,NA,NA,2,0,1994029
"2172",2014-07-17,"Liberia","LOFA",NA,NA,NA,10,0,1994029
"2173",2014-07-17,"Liberia","GRAND BASSA",NA,NA,NA,1,0,1994029
"2174",2014-07-17,"Liberia","MARGIBI",NA,NA,NA,1,0,1994029
"2175",2014-07-17,"Liberia","RIVERCESS",NA,NA,NA,1,0,1994029
"2176",2014-07-17,"Liberia","BOMI",NA,NA,NA,3,0,1994029
"2177",2014-07-17,"Sierra Leone","BO",NA,NA,NA,1,0,665075
"2178",2014-07-17,"Sierra Leone","KAILAHUN",NA,NA,NA,82,0,665075
"2179",2014-07-17,"Sierra Leone","KONO",NA,NA,NA,3,0,665075
"2180",2014-07-17,"Sierra Leone","PORT LOKO",NA,NA,NA,2,0,665075
"2181",2014-07-17,"Sierra Leone","FREETOWN",NA,NA,NA,1,0,665075
"2182",2014-07-17,"Sierra Leone","BOMBALI",NA,NA,NA,1,0,665075
"2183",2014-07-17,"Sierra Leone","MOYAMBA",NA,NA,NA,1,0,665075
"2184",2014-07-17,"Sierra Leone","KENEMA",NA,NA,NA,22,0,665075
"2185",2014-07-18,"Guinea","KISSIDOUGO",NA,NA,NA,1,0,4520890
"2186",2014-07-18,"Guinea","KINDIA",NA,NA,NA,1,0,4520890
"2187",2014-07-18,"Guinea","MACENTA",NA,NA,NA,1,0,4520890
"2188",2014-07-18,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4520890
"2189",2014-07-18,"Guinea","SIGUIRI",NA,NA,NA,1,0,4520890
"2190",2014-07-18,"Guinea","BOFFA",NA,NA,NA,1,0,4520890
"2191",2014-07-18,"Guinea","TELIMELE",NA,NA,NA,1,0,4520890
"2192",2014-07-18,"Guinea","CONAKRY",NA,NA,NA,1,0,4520890
"2193",2014-07-18,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4520890
"2194",2014-07-18,"Guinea","DABOLA",NA,NA,NA,1,0,4520890
"2195",2014-07-18,"Guinea","GUECKEDOU",NA,NA,NA,5,0,4520890
"2196",2014-07-18,"Liberia","BONG",NA,NA,NA,2,0,1994029
"2197",2014-07-18,"Liberia","MARGIBI",NA,NA,NA,1,0,1994029
"2198",2014-07-18,"Liberia","GRAND BASSA",NA,NA,NA,1,0,1994029
"2199",2014-07-18,"Liberia","NIMBA",NA,NA,NA,2,0,1994029
"2200",2014-07-18,"Liberia","LOFA",NA,NA,NA,10,0,1994029
"2201",2014-07-18,"Liberia","RIVERCESS",NA,NA,NA,1,0,1994029
"2202",2014-07-18,"Liberia","MONTSERRADO",NA,NA,NA,17,0,1994029
"2203",2014-07-18,"Liberia","BOMI",NA,NA,NA,3,0,1994029
"2204",2014-07-18,"Sierra Leone","KAILAHUN",NA,NA,NA,82,34483,699558
"2205",2014-07-18,"Sierra Leone","MOYAMBA",NA,NA,NA,1,34483,699558
"2206",2014-07-18,"Sierra Leone","FREETOWN",NA,NA,NA,1,34483,699558
"2207",2014-07-18,"Sierra Leone","BOMBALI",NA,NA,NA,1,34483,699558
"2208",2014-07-18,"Sierra Leone","KONO",NA,NA,NA,3,34483,699558
"2209",2014-07-18,"Sierra Leone","PORT LOKO",NA,NA,NA,2,34483,699558
"2210",2014-07-18,"Sierra Leone","BO",NA,NA,NA,1,34483,699558
"2211",2014-07-18,"Sierra Leone","KENEMA",NA,NA,NA,22,34483,699558
"2212",2014-07-19,"Guinea","MACENTA",NA,NA,NA,1,0,4520890
"2213",2014-07-19,"Guinea","TELIMELE",NA,NA,NA,1,0,4520890
"2214",2014-07-19,"Guinea","SIGUIRI",NA,NA,NA,1,0,4520890
"2215",2014-07-19,"Guinea","DABOLA",NA,NA,NA,1,0,4520890
"2216",2014-07-19,"Guinea","KINDIA",NA,NA,NA,1,0,4520890
"2217",2014-07-19,"Guinea","KOUROUSSA",NA,NA,NA,1,0,4520890
"2218",2014-07-19,"Guinea","DINGUIRAYE",NA,NA,NA,1,0,4520890
"2219",2014-07-19,"Guinea","BOFFA",NA,NA,NA,1,0,4520890
